"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Max. (°C)","Air Temp. Avg. (°C)","Relative Humidity Avg. (%)","Wind Speed 10 m Avg. (km/h)","Heating Degree Days (DD)","Cooling Degree Days (DD)"
"Calgary Int'L CS","09-October-2021","-2.8","17.5","8.2","36.1","13.2","12.0","0.0"
"Calgary Int'L CS","10-October-2021","-0.5","13.9","5.3","62.8","18.5","11.5","0.0"
"Calgary Int'L CS","11-October-2021","-5.4","6.4","-0.1","70.1","9.7","13.3","0.0"
"Calgary Int'L CS","12-October-2021","-7.5","9.7","0.1","57.2","14.3","13.4","0.0"
"Calgary Int'L CS","13-October-2021","-8.3","5.0","-0.4","73.9","13.2","12.8","0.0"
"Calgary Int'L CS","14-October-2021","-6.2","10.5","3.2","55.5","13.0","13.0","0.0"
"Calgary Int'L CS","15-October-2021","-4.0","14.9","6.5","42.7","14.6","13.3","0.0"
"Calgary Int'L CS","16-October-2021","4.2","19.0","10.7","45.1","12.1","12.9","0.0"
"Calgary Int'L CS","17-October-2021","-0.4","22.9","10.3","47.5","11.6","13.6","0.0"
"Calgary Int'L CS","18-October-2021","-0.1","5.8","3.5","80.1","13.5","13.0","0.0"
"Calgary Int'L CS","19-October-2021","1.5","9.7","4.3","73.2","21.6","12.3","0.0"
"Calgary Int'L CS","20-October-2021","-1.7","9.4","3.2","74.0","16.1","12.5","0.0"
"Calgary Int'L CS","21-October-2021","2.7","16.2","9.9","45.0","14.3","13.2","0.0"
"Calgary Int'L CS","22-October-2021","-1.7","13.4","6.3","63.8","11.4","13.5","0.0"
"Calgary Int'L CS","23-October-2021","1.0","9.5","4.8","93.8","14.6","13.7","0.0"
"Calgary Int'L CS","24-October-2021","-3.4","10.2","4.3","74.1","12.3","14.2","0.0"
"Calgary Int'L CS","25-October-2021","1.5","13.2","6.5","58.4","14.8","15.1","0.0"
"Calgary Int'L CS","26-October-2021","-0.9","13.2","6.2","46.8","13.6","14.8","0.0"
"Calgary Int'L CS","27-October-2021","-0.2","11.5","6.2","42.6","21.8","15.3","0.0"
"Calgary Int'L CS","28-October-2021","-1.9","10.0","3.7","57.6","9.6","17.3","0.0"
"Calgary Int'L CS","29-October-2021","-1.6","3.7","1.7","83.4","12.5","17.9","0.0"
"Calgary Int'L CS","30-October-2021","-7.3","1.8","-2.3","64.2","10.6","17.3","0.0"
"Calgary Int'L CS","31-October-2021","-10.6","2.1","-5.4","69.3","7.2","16.8","0.0"
"Calgary Int'L CS","01-November-2021","-10.9","-0.9","-6.7","77.0","13.5","17.4","0.0"
"Calgary Int'L CS","02-November-2021","-8.4","14.3","2.0","58.9","8.3","17.5","0.0"
"Calgary Int'L CS","03-November-2021","-4.3","14.5","5.7","58.6","12.9","17.2","0.0"
"Calgary Int'L CS","04-November-2021","-1.7","17.3","7.9","57.6","11.4","18.0","0.0"
"Calgary Int'L CS","05-November-2021","-0.4","13.6","9.0","39.1","16.6","18.6","0.0"
"Calgary Int'L CS","06-November-2021","-4.8","8.0","2.2","47.8","12.4","19.0","0.0"
"Calgary Int'L CS","07-November-2021","-6.4","6.3","0.3","49.9","12.6","18.6","0.0"
"Calgary Int'L CS","08-November-2021","-4.6","6.2","1.0","41.9","16.7","18.5","0.0"
"Calgary Int'L CS","09-November-2021","-6.4","6.7","-1.4","63.9","13.5","19.8","0.0"
"Calgary Int'L CS","10-November-2021","-1.3","6.7","2.6","33.4","19.1","20.9","0.0"
"Calgary Int'L CS","11-November-2021","-6.4","4.7","-1.1","41.9","9.2","20.5","0.0"
"Calgary Int'L CS","12-November-2021","-4.1","15.6","1.6","63.4","13.4","18.1","0.0"
"Calgary Int'L CS","13-November-2021","-2.7","9.0","3.2","49.1","15.5","17.4","0.0"
"Calgary Int'L CS","14-November-2021","-0.8","10.7","2.9","65.9","10.0","18.9","0.0"
"Calgary Int'L CS","15-November-2021","-0.5","6.4","1.4","91.7","11.1","17.9","0.0"
"Calgary Int'L CS","16-November-2021","-6.8","4.1","-2.5","65.0","39.9","19.6","0.0"
"Calgary Int'L CS","17-November-2021","-12.8","1.7","-5.1","56.0","9.2","20.6","0.0"
"Calgary Int'L CS","18-November-2021","-7.2","3.9","-0.6","44.0","11.6","20.7","0.0"
"Calgary Int'L CS","19-November-2021","-9.6","4.7","-3.5","64.3","5.5","21.5","0.0"
"Calgary Int'L CS","20-November-2021","-10.1","6.6","-2.9","58.7","18.6","21.2","0.0"
"Calgary Int'L CS","21-November-2021","-10.0","6.9","-1.4","56.9","16.2","21.6","0.0"
"Calgary Int'L CS","22-November-2021","0.7","14.8","6.3","37.6","11.8","22.2","0.0"
"Calgary Int'L CS","23-November-2021","-8.7","4.6","-1.6","70.1","13.3","22.1","0.0"
"Calgary Int'L CS","24-November-2021","-10.3","2.8","-4.2","72.7","10.6","21.2","0.0"
"Calgary Int'L CS","25-November-2021","0.3","13.4","7.4","40.4","17.0","21.0","0.0"
"Calgary Int'L CS","26-November-2021","-5.3","11.3","5.2","50.9","15.4","21.5","0.0"
"Calgary Int'L CS","27-November-2021","-3.8","0.6","-2.0","92.1","14.1","21.8","0.0"
"Calgary Int'L CS","28-November-2021","-5.0","14.5","4.2","70.4","8.1","22.8","0.0"
"Calgary Int'L CS","29-November-2021","-1.0","9.9","3.8","57.2","12.6","22.9","0.0"
"Calgary Int'L CS","30-November-2021","-0.7","9.6","4.4","53.8","9.1","22.6","0.0"
"Calgary Int'L CS","01-December-2021","-0.6","12.9","3.7","75.2","12.1","22.2","0.0"
"Calgary Int'L CS","02-December-2021","-3.9","2.2","-1.4","87.5","13.7","23.7","0.0"
"Calgary Int'L CS","03-December-2021","-9.0","-0.4","-4.9","78.3","9.0","24.5","0.0"
"Calgary Int'L CS","04-December-2021","-9.2","-3.3","-6.8","73.4","10.1","24.6","0.0"
"Calgary Int'L CS","05-December-2021","-16.5","-9.0","-12.7","73.1","14.8","24.6","0.0"
"Calgary Int'L CS","06-December-2021","-14.6","-7.1","-11.7","79.1","7.4","24.6","0.0"
"Calgary Int'L CS","07-December-2021","-14.3","-0.1","-5.9","63.0","8.1","25.3","0.0"
"Calgary Int'L CS","08-December-2021","-9.2","6.8","-0.4","63.5","18.5","24.6","0.0"
"Calgary Int'L CS","09-December-2021","-11.9","-1.6","-5.9","44.0","13.3","23.0","0.0"
"Calgary Int'L CS","10-December-2021","-11.9","-1.1","-4.7","42.0","20.5","22.8","0.0"
"Calgary Int'L CS","11-December-2021","-7.6","3.3","-0.8","62.3","23.7","23.1","0.0"
"Calgary Int'L CS","12-December-2021","-9.3","-1.7","-5.2","66.7","15.4","23.2","0.0"
"Calgary Int'L CS","13-December-2021","-17.2","-1.7","-10.9","75.3","9.8","24.5","0.0"
"Calgary Int'L CS","14-December-2021","-21.4","-12.2","-16.0","73.6","20.8","24.4","0.0"
"Calgary Int'L CS","15-December-2021","-23.3","-15.1","-19.3","74.5","7.8","23.6","0.0"
"Calgary Int'L CS","16-December-2021","-20.5","-14.9","-18.0","76.5","21.5","23.6","0.0"
"Calgary Int'L CS","17-December-2021","-25.9","-15.6","-21.0","70.3","9.9","22.8","0.0"
"Calgary Int'L CS","18-December-2021","-19.9","-0.5","-8.1","65.3","9.5","23.7","0.0"
"Calgary Int'L CS","19-December-2021","-15.7","-10.2","-12.1","68.1","17.1","23.6","0.0"
"Calgary Int'L CS","20-December-2021","-23.1","-11.7","-17.7","71.9","6.7","23.8","0.0"
"Calgary Int'L CS","21-December-2021","-18.5","0.7","-8.9","66.0","6.4","25.5","0.0"
"Calgary Int'L CS","22-December-2021","-12.2","2.4","-5.8","69.1","7.5","26.5","0.0"
"Calgary Int'L CS","23-December-2021","-19.1","1.0","-10.2","78.7","19.6","25.3","0.0"
"Calgary Int'L CS","24-December-2021","-25.2","-16.8","-20.4","72.8","11.8","23.6","0.0"
"Calgary Int'L CS","25-December-2021","-28.6","-23.2","-25.9","70.9","9.1","24.0","0.0"
"Calgary Int'L CS","26-December-2021","-31.7","-27.0","-27.9","69.9","8.6","24.4","0.0"
"Calgary Int'L CS","27-December-2021","-34.4","-27.9","-31.1","71.6","8.3","24.8","0.0"
"Calgary Int'L CS","28-December-2021","-32.4","-15.8","-23.0","73.8","12.6","26.5","0.0"
"Calgary Int'L CS","29-December-2021","-28.7","-21.2","-23.8","65.6","12.8","27.3","0.0"
"Calgary Int'L CS","30-December-2021","-23.2","-16.3","-19.2","74.0","11.5","28.1","0.0"
"Calgary Int'L CS","31-December-2021","-29.8","-18.4","-24.2","71.7","5.3","27.5","0.0"
