Air_Temp_Avg,Relative_Humidity_Avg,Wind_Speed_10m_Avg,Heating_kWh,Electricity_kWh,Cooling_kWh,Natural_Gas_kWh,Domestic_Water_m3
15.5,75.2,13.4,7330.561420000001,11854.249999998137,8208.3399,5802.7824200000005,2.97
15.6,76.8,11.9,9019.45166,11735.22000000067,8894.451560000001,6097.2271,6.09
20.1,59.1,11.0,9769.452260000002,11739.060000000522,10766.67528,6130.560460000001,7.5
13.9,82.3,18.0,3616.6695600000003,10501.089999997988,7172.22796,6063.8937399999995,5.96
11.6,82.1,14.4,2883.3356400000002,10194.519999999553,4613.89258,6011.11592,0.03
12.7,83.1,12.7,2405.5574800000004,11790.420000001788,4736.1149000000005,6022.227040000001,6.77
12.3,89.0,12.9,2372.22412,11903.479999998584,7836.117380000001,5997.22702,9.48
14.4,77.5,7.6,4438.8924400000005,11706.429999999702,8213.895460000002,6061.11596,8.34
15.8,66.4,9.0,7258.33914,11603.330000000075,8225.006580000001,6011.11592,4.4
18.0,49.5,12.2,7936.11746,11027.580000001937,9608.341020000002,6075.004860000001,12.15
12.1,74.4,17.7,2780.55778,10153.059999996796,5219.44862,6072.227080000001,4.42
12.0,55.8,9.1,2755.55776,9859.390000002459,8563.89574,6019.449260000001,0.09
16.7,51.5,11.2,6597.227500000001,11613.199999997392,9361.118600000002,6102.78266,0.11
13.3,66.8,11.9,4883.33724,10937.280000004917,7675.00614,6016.671480000001,13.29
16.9,59.0,15.5,8433.34008,11512.319999998435,9536.11874,6100.00488,4.17
20.7,48.5,14.0,10377.78608,11635.36999999918,10027.785800000001,6183.338280000001,5.42
16.4,65.7,12.5,7622.228320000001,11066.889999998733,8744.45144,6113.893780000001,3.74
16.4,72.8,14.4,10311.11936,10449.890000002459,8013.895300000001,6105.56044,8.75
15.6,64.2,10.2,7658.339460000001,9958.259999999776,8450.00676,5980.560340000001,0.06
12.1,70.6,9.1,2438.89084,11429.509999999776,4466.6702399999995,6013.8937,0.02
12.0,59.4,11.9,2525.0020200000004,10932.029999997467,7158.33906,6061.11596,3.8
13.4,54.5,9.3,1900.00152,11003.339999999851,8030.56198,5663.89342,9.6
14.7,58.2,13.6,2305.5574,10335.780000003055,7161.116840000001,5802.7824200000005,3.92
14.6,51.4,14.7,4758.33714,10272.259999999776,7191.672420000001,5777.782400000001,4.04
13.1,67.3,8.2,3902.7809000000007,9580.469999998808,7055.5612,5869.44914,3.12
12.0,85.6,8.3,2888.8912000000005,9512.679999999702,7191.672420000001,5858.33802,5.16
12.9,89.2,11.3,3102.78026,9573.500000001863,7397.22814,5872.226920000001,0.01
14.5,68.4,12.5,6347.2273000000005,11065.329999998212,7747.22842,5927.782520000001,0.05
15.9,55.9,6.7,8447.22898,10424.769999999553,9433.340880000002,5883.338040000001,3.18
17.4,53.2,13.5,8683.34028,11038.929999999702,9077.78504,5861.1158000000005,9.79
15.2,64.5,10.0,8377.78448,10562.060000000522,7977.78416,5833.338000000001,8.92
13.9,67.5,12.2,6775.00542,10327.320000000298,7608.339420000001,5905.560280000001,3.36
16.7,67.6,13.4,9180.562899999999,9958.770000001416,8936.118260000001,5883.338040000001,0.55
13.9,77.2,12.7,3275.00262,11002.429999999702,4880.55946,5869.44914,5.85
9.3,90.3,12.2,3213.8914600000003,12016.599999999627,4983.337320000001,5847.226900000001,5.08
7.3,87.9,10.0,3861.1142000000004,11719.779999997467,5411.1154400000005,5786.11574,6.81
9.6,78.5,12.9,3044.4468800000004,11666.800000000745,5719.44902,5777.782400000001,6.87
12.6,62.5,10.2,6525.00522,10706.11000000313,9472.229800000001,5791.671300000001,12.27
13.7,54.8,11.4,5816.67132,9563.429999995977,7944.4508000000005,5802.7824200000005,8.82
13.6,52.1,9.5,7102.783460000001,9309.900000002235,7500.006,5702.782340000001,0.94
16.8,42.5,16.7,7936.11746,11202.809999998659,8105.562040000001,5733.337920000001,0.98
13.8,66.8,11.2,5300.00424,12107.019999999553,7008.338940000001,5672.2267600000005,12.81
12.1,70.7,9.2,2663.89102,11892.480000000447,4269.44786,5725.00458,8.95
10.2,71.9,7.1,3025.0024200000003,12468.960000002757,4580.55922,5808.33798,9.24
10.7,75.3,9.6,2747.2244200000005,11977.570000000298,5222.2264000000005,5763.8935,15.14
10.4,73.1,12.1,2638.891,10708.439999997616,5216.670840000001,5619.44894,20.3
11.2,65.4,7.1,2791.6689000000006,10301.940000001341,8894.451560000001,5688.893440000001,4.85
15.2,43.9,13.1,5772.226840000001,11865.450000001118,8097.228700000001,5772.226840000001,3.43
12.6,56.4,12.2,2500.0020000000004,12448.27999999933,3936.1142600000003,5708.3379,13.35
10.6,52.5,12.7,2694.4466,12502.379999998957,4955.559520000001,5636.1156200000005,28.2
10.4,41.4,11.2,2305.5574,12847.539999999106,4888.8928000000005,5763.8935,28.22
6.7,71.4,15.6,3041.6691,12128.849999999627,4783.33716,5775.004620000001,37.41
2.0,82.6,20.0,4422.22576,10306.710000000894,4372.22572,5669.44898,33.51
-2.3,84.9,15.3,4127.78108,10108.23999999836,3983.3365200000003,5563.8933400000005,25.33
-2.4,93.0,20.0,4741.67046,12006.0800000038,3947.2253800000003,5561.11556,22.48
-2.4,84.0,11.3,4733.33712,12752.669999998063,4241.67006,5613.89338,39.08
-2.3,75.2,8.7,4325.003460000001,12622.48999999836,4636.3843274,5644.448960000001,43.27
1.1,71.5,6.8,3002.78018,12898.150000000373,4659.830013000001,5677.782320000001,58.95
3.0,69.1,7.3,2838.8911600000006,12399.700000001118,4697.929252100001,5569.4489,58.2
6.3,49.1,13.4,2486.1131,10750.810000000522,4917.732554600001,5358.33762,60.56
9.0,34.3,23.5,2152.7795,10549.330000000075,4568.9779813000005,5497.22662,54.39
10.8,31.9,21.9,2105.55724,12220.840000001714,4782.9198624,5597.2267,61.83
9.9,42.8,19.0,2080.55722,13012.229999996722,5061.337378900001,5402.7821,64.97
-3.7,88.8,24.2,4816.670520000001,12386.060000002384,4501.5716352,5297.226460000001,69.84
-6.0,62.9,12.1,4647.22594,12580.620000001043,4287.6297541,5161.11524,69.44
-4.7,64.8,5.7,4252.781180000001,12129.39999999851,4633.453616700001,5100.004080000001,75.76
-1.4,63.5,8.1,3908.3364600000004,11174.52999999933,4636.3843274,5250.0042,72.25
2.2,64.0,6.2,2975.0023800000004,11037.60000000149,4586.5622455,5266.670880000001,63.03
4.1,72.7,8.5,2608.3354200000003,11432.439999999478,4507.433056600001,5258.33754,64.37
2.2,75.4,18.8,3436.11386,13264.089999999851,4536.7401636,5336.11538,70.32
2.2,75.9,14.7,3850.00308,12797.030000001192,4659.830013000001,5352.7820600000005,76.57
10.9,42.9,11.3,1847.2237000000002,13187.859999999404,5073.0602217,5322.22648,77.14
8.2,46.5,17.8,1991.6682600000001,12787.819999998435,5371.9927130999995,5494.448840000001,76.2
5.2,45.2,16.3,2225.00178,11398.419999999925,4864.979762000001,5572.22668,79.92
3.2,56.1,9.0,2708.3355,11241.060000002384,4387.273917900001,5588.893360000001,70.32
-0.1,64.1,7.6,3275.00262,12761.379999998957,4448.818842600001,5527.7822,71.7
3.4,51.0,12.4,2950.00236,13274.230000000447,4525.017320800001,5480.55994,77.94
4.4,63.8,15.1,2522.22424,13002.789999999106,4782.9198624,5447.2265800000005,84.31
2.2,55.8,24.4,3147.22474,12903.790000000969,4645.1764595,5391.670980000001,79.5
8.0,47.8,15.8,2355.5574400000005,12603.889999998733,4947.0396616,5311.115360000001,80.3
8.3,54.0,29.0,2072.22388,11503.459999999031,4917.732554600001,5438.89324,79.03
-1.7,63.5,27.8,3797.22526,11273.190000001341,4668.6221451,5527.7822,81.3
-1.5,55.8,18.9,3708.3363000000004,12504.079999998212,4560.1858492,5508.33774,77.18
-9.6,75.5,29.3,5527.7822,13023.640000002459,4431.2345784,5511.11552,82.41
-10.9,60.4,8.7,5191.67082,12836.149999996647,4598.2850883,5466.67104,91.35
-1.0,48.5,7.2,3936.1142600000003,12984.710000000894,4483.987371,5447.2265800000005,91.98
0.8,62.7,16.9,3469.4472200000005,12333.720000002533,4346.2439681000005,5463.893260000001,87.35
0.6,48.8,6.3,3263.8915,11330.359999999404,4390.2046286,5530.55998,89.77
3.2,64.7,7.4,2916.6690000000003,11490.5,4337.451836,5527.7822,83.73
0.9,87.8,12.8,3758.3363400000003,12333.61999999918,4510.3637673,5405.559880000001,92.4
-1.6,89.5,9.8,4100.00328,12755.51000000164,4413.6503142,5519.44886,92.01
-4.9,87.2,18.1,5177.78192,12195.869999997318,4231.946250800001,5511.11552,94.28
-11.5,80.6,9.8,5313.89314,12458.51000000164,4360.897521600001,5505.5599600000005,93.07
-1.5,58.9,8.7,4247.22562,11990.669999998063,4243.6690936,5605.56004,95.18
8.2,64.6,12.0,2344.44632,10968.080000001937,4413.6503142,5177.78192,94.26
-5.3,88.6,14.1,4575.00366,9949.219999998808,4141.0942191,5372.22652,89.18
-14.0,81.6,9.8,6255.56056,10311.699999999255,4094.2028479000005,5505.5599600000005,89.2
-6.9,60.1,9.8,3988.89208,11809.850000003353,4340.382546700001,5430.5599,95.52
3.1,68.1,12.3,3300.0026400000006,11782.109999995679,4390.2046286,5511.11552,92.2
3.9,55.8,10.0,3197.22478,11675.190000003204,4545.5322957,5461.11548,90.13
1.7,61.7,7.5,3230.5581400000005,11651.229999998584,4463.472396100001,5486.115500000001,89.56
7.3,49.4,15.0,2536.1131400000004,10332.859999999404,4144.024929800001,5436.115460000001,95.22
3.8,59.3,8.9,2775.0022200000003,10545.509999999776,4196.7777224,5505.5599600000005,87.91
9.5,43.2,23.8,1730.5569400000002,11970.370000001043,4343.3132574,5422.22656,87.64
3.9,48.2,10.7,2436.11306,12593.860000001267,4366.758943000001,5372.22652,92.92
-0.7,92.3,10.2,3811.1141600000005,12241.92999999784,4715.5135163,5355.559840000001,98.78
-5.5,84.4,8.0,4663.8926200000005,12368.549999998882,4653.968591600001,5372.22652,92.9
-4.1,75.0,5.5,4027.7810000000004,12034.60000000149,5023.238139800001,5488.893280000001,92.81
3.2,52.5,13.7,3050.00244,11024.85000000149,4733.0977805,5469.4488200000005,95.86
7.2,48.0,19.5,2244.44624,11023.11999999918,4615.8693525,5430.5599,93.27
2.6,60.1,15.6,2733.33552,12102.689999997616,4812.226969400001,5422.22656,88.32
-2.7,65.7,10.1,3886.1142200000004,12345.640000000596,4583.631534800001,5422.22656,93.92
-5.8,83.6,10.9,5286.11534,11999.76000000164,4472.2645282,5388.8932,95.01
-12.7,81.2,21.6,6100.00488,12140.789999999106,4527.9480315,5336.11538,100.74
-15.2,80.8,9.5,5188.89304,11773.540000000969,4425.373157,5288.89312,95.3
-18.4,78.6,4.4,3572.22508,10071.610000001267,4308.144729,5283.33756,96.11
-15.8,80.0,8.3,3183.3358800000005,10546.89999999851,4431.2345784,5316.6709200000005,89.93
-3.3,52.3,10.5,2872.22452,11856.139999998733,4161.609194,5366.67096,95.28
2.2,44.7,24.7,2463.89086,12215.640000002459,4328.6597039,5425.00434,95.55
4.4,52.0,10.5,2283.3351600000005,11932.320000000298,4472.2645282,5447.2265800000005,100.12
-5.1,85.3,12.9,3169.44698,11853.52999999933,4460.5416854000005,5438.89324,95.48
-6.9,81.3,7.4,3713.89186,11509.569999998435,4548.4630064,5352.7820600000005,101.54
-6.6,69.2,6.2,3494.4472400000004,10912.260000003502,4366.758943000001,5297.226460000001,97.79
-6.0,83.6,16.1,3213.8914600000003,10046.659999998286,4305.2140183,5383.33764,91.45
-11.6,82.6,8.7,4644.44816,11529.529999997467,4410.719603500001,5355.559840000001,92.48
-5.7,79.5,11.0,4133.33664,11651.47000000067,4536.7401636,5380.55986,101.4
-6.7,84.7,9.1,4100.00328,11448.0,4501.5716352,5402.7821,96.7
-9.6,90.8,6.7,4216.67004,11652.609999999404,4428.3038677,5372.22652,99.12
-9.8,89.3,8.9,4030.5587800000003,11115.860000001267,4510.3637673,5391.670980000001,94.32
-13.0,87.2,9.6,4486.1147,10773.740000000224,4478.1259496,5350.004280000001,99.4
-8.6,87.8,5.4,3908.3364600000004,9996.229999998584,4322.7982825,5344.44872,92.69
-10.0,76.9,6.6,4300.00344,11916.549999998882,4563.1165599000005,5341.670940000001,92.1
-2.9,44.5,19.7,3697.2251800000004,11615.940000001341,4598.2850883,5355.559840000001,97.36
2.9,50.6,17.0,2258.3351400000006,12200.3300000038,4906.0097118,5416.671,100.1
1.5,62.4,13.6,2822.2244800000003,12122.699999997392,4568.9779813000005,5413.89322,96.14
-0.4,53.4,12.4,2661.11324,11943.259999997914,4598.2850883,5400.004320000001,97.58
0.9,74.8,12.7,3027.7802,10644.040000000969,4563.1165599000005,5391.670980000001,100.89
-1.0,97.5,8.3,3150.00252,10491.240000000224,4779.9891517,5430.5599,98.08
-2.7,93.1,9.0,3552.78062,11007.770000001416,4595.354377600001,5416.671,94.17
-4.9,93.0,7.2,3813.8919400000004,10667.830000000075,4589.492956200001,5450.004360000001,94.28
-11.3,90.2,5.8,3913.8920200000002,10542.709999997169,4709.6520949000005,5391.670980000001,93.32
-11.9,88.1,3.0,3472.2250000000004,10536.67000000365,4715.5135163,5355.559840000001,98.32
-10.4,69.4,9.1,3080.5580200000004,10697.26999999769,4636.3843274,5333.3376,94.15
-2.7,47.9,19.2,3169.44698,10363.86999999918,4457.610974700001,5344.44872,93.9
-9.1,66.8,8.1,3830.5586200000002,10287.040000002831,4445.8881319,5327.78204,93.82
-4.0,78.3,7.3,3608.33622,10634.109999999404,4457.610974700001,5338.89316,98.81
-3.1,67.9,9.7,3400.0027200000004,10635.849999999627,4319.8675718,5344.44872,94.4
4.6,49.5,28.6,2688.89104,10564.85000000149,4308.144729,5363.89318,94.9
-0.8,82.8,8.0,3202.7803400000003,10564.859000001103,4070.7571623000003,5330.55982,94.79
-3.7,65.5,13.0,3305.5582000000004,11028.640999998897,4548.4630064,5450.004360000001,103.25
-2.7,54.4,11.2,3019.44686,11144.51099999994,4949.9703723,5391.670980000001,97.76
1.2,53.1,21.0,2952.7801400000003,10580.747999999672,4753.6127554,5416.671,95.5
-3.4,48.6,9.6,3122.22472,10386.317000001669,4618.8000632,5466.67104,95.29
-5.6,66.5,11.9,3408.33606,11381.21299999766,4967.5546365,5411.1154400000005,102.94
-10.2,89.0,8.9,4383.33684,11853.51800000295,4504.5023459,5355.559840000001,98.26
-10.1,87.4,13.9,4127.78108,12073.234999997541,4803.4348373,5341.670940000001,97.95
-15.6,74.5,12.3,4538.89252,12024.198000002652,4545.5322957,5330.55982,97.51
-14.0,76.7,8.7,3258.3359400000004,12186.82899999991,4548.4630064,5286.11534,103.69
-18.0,75.5,16.9,4102.78106,10661.121000001207,4287.6297541,5261.115320000001,95.44
-23.3,66.3,18.4,3475.0027800000003,10485.14499999769,4396.06605,5191.67082,95.33
-26.7,65.5,9.2,2141.66838,12330.01600000076,4568.9779813000005,5205.55972,99.45
-30.4,69.6,5.6,2611.1132000000002,12876.020999999717,4331.5904146,5033.33736,105.67
-30.2,69.8,8.4,2972.2246,12178.555999999866,4516.2251887,5205.55972,99.86
-28.8,69.9,11.4,2961.1134800000004,12826.129999998957,4829.8112336,5177.78192,100.11
-25.4,63.4,14.9,2936.1134600000005,12413.016999999061,4507.433056600001,5238.89308,100.3
-23.3,69.2,9.5,2661.11324,10729.993000002578,4507.433056600001,5161.11524,98.93
-9.7,66.2,10.8,2230.55734,10576.273999998346,4648.1071702,5219.44862,94.46
1.9,62.7,10.0,1983.33492,12850.972000000998,4633.453616700001,5391.670980000001,100.97
-0.3,66.0,8.7,2225.00178,13098.979000002146,4665.691434400001,19247.237620000004,102.14
1.4,46.4,15.3,2200.00176,12557.514999998733,4838.603365700001,5361.115400000001,109.96
-0.7,59.1,9.6,1983.33492,13003.770999997854,4712.5828056,21913.906420000003,52.09
4.5,59.3,13.9,1638.8902000000003,12225.237000003457,5002.7231649000005,5402.7821,4.88
3.4,50.7,11.4,1547.2234600000002,11143.435999998823,4768.2663089,5416.671,4.81
-3.5,73.9,6.8,2202.77954,10401.41399999708,4785.8505731,5391.670980000001,4.73
1.6,49.4,13.1,1958.3349,12511.291000002995,4906.0097118,5405.559880000001,2.5
-2.0,58.3,6.9,2444.4464000000003,13304.709999999031,5099.436618,7180.561300000001,2.61
-2.8,63.1,10.7,1975.0015800000003,12817.26099999994,4806.365548,5400.004320000001,5.4
1.6,47.8,16.6,2094.44612,13271.322999998927,5401.2998201,7972.2286,25.41
2.7,58.2,13.5,1788.8903200000002,12688.293999999762,5301.6556563,5411.1154400000005,21.99
3.6,74.3,22.7,1930.5571000000002,10866.414999999106,4894.2868690000005,5336.11538,0.03
-6.2,64.5,12.3,2291.6685,10569.054000003263,4738.959201900001,5347.226500000001,0.28
-9.7,73.3,13.2,3319.4471,12484.24799999781,4949.9703723,5322.22648,11.59
-9.0,61.3,17.1,3377.7804800000004,13299.983000000939,4574.8394027,11516.67588,6.51
0.6,48.3,21.0,2505.55756,13047.112999999896,4803.4348373,5291.670900000001,9.8
-0.9,54.6,11.8,1111.112,13076.141999999061,5119.9515929,13811.12216,6.34
-4.4,71.0,9.1,1041.6675,12596.071999998763,4894.2868690000005,5275.00422,9.91
-6.3,84.3,12.7,2294.44628,10847.91200000234,4598.2850883,5269.44866,0.01
-3.9,66.2,18.4,3058.3357800000003,10652.12799999863,4694.9985414,5261.115320000001,0.56
-4.3,58.8,12.9,3783.3363600000002,12813.126000002027,4648.1071702,5280.5597800000005,3.69
0.1,65.7,24.0,3938.89204,13176.630999997258,4935.3168188,7997.228620000001,13.2
-11.4,84.9,14.5,7466.672640000001,12888.132000001147,5087.7137752,5183.33748,5.5
-4.4,68.1,15.7,6638.8942,13253.63000000082,5202.011492500001,8661.118040000001,7.39
-4.4,82.0,6.9,6605.560840000001,12353.320000000298,5119.9515929,5316.6709200000005,5.79
-3.9,70.2,14.6,7197.227980000001,10682.86499999836,5023.238139800001,5336.11538,4.97
-4.3,71.5,7.0,8016.6730800000005,10446.878000002354,4970.4853472,5316.6709200000005,0.12
-12.1,78.5,12.0,12425.00994,10865.281999999657,5184.427228300001,5297.226460000001,0.05
-14.0,78.3,9.3,13127.78828,11933.930999999866,4935.3168188,5263.8931,6.22
-8.3,64.7,5.9,11933.342880000002,12108.974000001326,4926.5246867,5261.115320000001,9.05
-1.1,43.9,15.9,8602.784660000001,12174.034999998286,4920.6632653,5261.115320000001,1.93
3.3,29.5,20.8,7030.561180000001,12187.398000000045,4809.2962587,5277.782,1.32
0.7,58.6,16.9,8058.339780000001,10927.231999998912,4803.4348373,5266.670880000001,0.6
-5.0,83.0,10.6,10627.78628,10834.636000001803,4944.1089509,5258.33754,6.94
-5.4,80.8,11.9,11869.45394,12822.88899999857,4797.5734159,5377.78208,4.92
-7.6,73.2,6.4,13219.455020000001,13516.859999999404,4917.732554600001,12361.121000000001,11.24
1.7,51.8,14.1,9230.56294,13299.38000000082,5032.030271900001,6113.893780000001,8.93
4.3,41.5,24.3,7711.117280000001,13544.74499999918,5058.406668200001,13175.010540000001,11.71
4.5,55.0,10.6,6983.338920000001,12851.661000000313,5105.298039400001,8200.00656,7.53
1.4,64.7,28.5,9141.67398,10944.815000003204,4771.197019600001,5350.004280000001,0.46
-3.0,65.5,16.5,10652.786300000002,10665.456999996677,4662.7607237,5355.559840000001,2.3
3.1,39.8,22.3,8358.340020000001,12818.847000000998,4818.0883908000005,6080.560420000001,10.3
2.6,46.2,22.5,8486.117900000001,13322.164999999106,5046.6838254,15452.790140000001,11.18
0.6,50.5,24.6,10202.78594,12976.91800000146,5125.8130143,7255.561360000001,7.32
-0.8,54.4,9.0,10397.23054,13098.939999999478,5369.062002400001,15975.012780000001,7.93
-0.8,71.9,13.8,10833.342,12544.83199999854,5070.129511000001,7822.228480000001,10.38
-11.2,82.2,17.2,16522.23544,10475.023000001907,4785.8505731,5363.89318,0.02
-13.1,76.3,9.0,16952.79134,9940.560000000522,4275.9069113000005,5116.670760000001,1.1
-6.8,53.7,8.4,15483.345720000001,12203.246999999508,4947.0396616,7927.78412,5.78
-0.3,38.8,15.5,11861.120600000002,12812.335000000894,4958.762504400001,11908.34286,18.1
-0.4,54.1,14.0,11316.675720000001,12467.34500000067,4818.0883908000005,8000.006400000001,12.68
-3.5,68.6,12.8,14130.56686,12603.199999997392,4976.3467686,12894.45476,5.05
-16.1,77.9,23.2,22444.4624,11045.898000000045,4448.818842600001,5330.55982,1.82
-20.3,73.9,20.1,21675.017340000002,10157.553000001237,4548.4630064,5200.00416,4.92
-17.8,64.3,5.6,19347.2377,10085.257999997586,4671.5528558000005,5163.89302,0.05
-5.7,60.6,7.8,14450.011560000003,11636.731000002474,4513.294478000001,5150.0041200000005,2.59
-3.1,65.0,19.3,12866.67696,11153.095999998972,4671.5528558000005,5172.226360000001,3.33
-8.8,85.8,11.6,16864.244046940003,10997.246000000276,4621.3439200876,5012.765121320001,7.86
-10.4,83.9,13.9,17733.347520000003,10841.39600000158,4519.155899400001,5044.44848,0.61
-6.4,70.7,9.6,15638.9014,10678.09299999848,4507.433056600001,5133.33744,0.07
-2.2,64.4,11.3,12547.23226,10537.881000002846,4501.5716352,5169.44858,0.01
-0.3,69.5,11.0,12061.120760000002,9962.035999996588,4369.6896537,5363.89318,4.9
0.1,72.6,12.2,11244.45344,9936.919999999925,4372.620364400001,5380.55986,2.34
-4.1,84.4,14.0,13883.34444,10271.281000003219,4542.601585,5330.55982,0.08
-4.8,70.5,11.6,13986.1223,10056.08699999936,4548.4630064,5347.226500000001,0.04
0.6,45.4,22.3,11636.120420000001,9894.771999996156,4548.4630064,5358.33762,5.18
3.4,44.0,16.6,9261.118520000002,9843.957000000402,4525.017320800001,5366.67096,0.07
0.8,69.0,12.8,10555.564,9850.717000000179,4314.0061504000005,5375.0043000000005,0.02
4.3,58.3,17.3,8566.67352,9557.298000000417,4513.294478000001,5347.226500000001,0.01
-5.9,91.5,16.3,15133.345440000001,9496.264000000432,4226.084829400001,5341.670940000001,7.02
-10.8,71.3,22.1,18291.6813,9963.51099999994,4372.620364400001,5344.44872,0.13
-13.2,62.8,16.6,20136.282775680003,9805.223999997601,4462.824709035301,5281.4764474,0.38219
-11.5,72.3,10.8,19079.084707700003,9784.682000001892,4422.8029237161,5273.337552000001,0.6175
-9.5,80.6,14.5,18484.864787880004,9806.111999999732,4433.933762954701,5379.27652564,5.02346
-8.3,75.3,12.9,17535.866806460002,9458.793999999762,4446.600294600101,5383.143195400001,0.01301
-6.1,91.8,15.8,16394.221448700002,9415.597000000998,4332.3113694322,5454.64603038,0.02355
-1.7,72.8,14.0,13206.0800093,9894.832999998704,4546.2298048466,5413.898775560001,0.02501
-1.0,68.6,14.3,13085.291023780002,9990.354000000283,4521.3480710036,5430.398788760001,5.06391
-0.5,46.9,12.0,12339.3015381,9853.621999999508,4486.7568926115,5478.01271574,0.07206
3.8,52.5,13.1,9669.604957900001,9651.015000000596,4584.490233035101,5485.534943980001,0.03762
-0.1,82.4,14.9,11680.817677980001,9937.575000001118,4226.4921981873,5436.85990504,0.07617
-5.6,67.9,17.7,15489.856836320001,9576.48900000006,4447.0985154191,5417.0821114400005,5.05951
-6.1,69.4,17.1,16289.39636484,9530.833000000566,4574.4203110699,5385.64597518,0.01731
-3.0,57.6,9.4,14672.90896054,9780.54699999839,4566.6978883754,5377.0487460800005,0.61471
2.6,76.8,17.3,10815.003096440001,9945.191999999806,4558.7146324286,5435.323792700001,0.03934
-0.9,84.7,19.7,12843.101941140001,9896.514000000432,4554.802133644101,5460.348812720001,5.06945
2.2,53.9,7.9,11179.79783272,9913.307000001892,4712.9432830161,5455.0876974,0.04142
7.1,54.2,20.3,8445.2012006,9893.923000000417,4512.731781545601,5489.729391780001,0.20183
1.6,79.1,13.8,10858.889242660001,9629.141999997199,4635.50511419,5488.373835140001,0.01992
6.6,50.8,10.5,8714.154193540002,9449.620000001043,4978.5623858891995,5537.726652400001,5.06141
12.2,34.5,16.1,6958.51112236,9811.043999999762,6577.942066910901,5584.807245620001,1.23388
13.8,30.6,25.5,5885.443597240001,9691.806999998167,5081.424470037799,5621.135052460001,0.14666
8.5,52.5,11.0,6510.50243062,9863.153000002727,4674.5920027959,5636.8239539,0.06908
6.9,54.8,12.3,7312.0336274,10030.252000000328,4612.630917176501,5638.110066040001,5.3295
8.0,41.9,12.0,7750.392311420001,9839.249999998137,4444.2850331471,5616.4461598200005,0.11716
9.0,37.9,16.0,6928.36943158,9558.99400000088,4526.236496451201,5650.51007596,0.0179
9.5,31.3,20.6,6564.924696380001,9590.689999999478,4480.1833085114,5621.6989418,0.03459
9.2,37.5,17.8,6695.444245240001,9850.957000000402,4588.4701381657005,5607.95726414,5.07686
9.6,32.9,13.8,7314.580851660001,9912.156999997795,6539.9043727356,5626.83227924,0.67289
13.4,37.5,14.7,14135.347419380001,9562.785000002012,8271.192411653601,5668.31842354,0.16231
11.8,52.7,16.9,6010.913142060001,9591.89499999769,4449.3580933688,5604.112816620001,0.26227
8.0,50.5,7.5,7003.88893644,9978.03800000064,4463.0679580234,5635.01561912,5.24919
10.3,38.2,11.2,6364.8800919000005,9538.012000001967,4515.4075204147,5673.78787236,0.01441
7.9,59.9,17.0,6929.05554324,9554.626999998465,4532.6166536451,5719.47402002,0.06177
3.9,80.1,19.6,9079.143374420002,10038.758000001311,4594.3022524587,5600.09336896,0.05638
8.1,58.7,11.5,7533.21991546,9879.503999998793,4849.8953940271,5474.540490740001,6.2204
8.8,60.5,14.4,6915.469421260001,9944.638000000268,4728.452604040501,5562.776672440001,0.77108
10.5,63.0,13.3,6421.160692480001,9780.468000002205,4676.309399266101,5641.254513,0.02984
6.3,78.9,24.0,8044.811991400001,10310.883999999613,4569.320874451901,5615.2072699400005,0.08081
6.6,58.0,14.1,8365.46780348,9833.195000000298,4561.970652016301,5596.4600327200005,5.17668
3.5,63.3,14.9,9782.499492660001,9573.256999999285,4718.2127008547,5578.076684680001,0.0159
3.6,52.9,13.8,9662.52995224,10003.753000000492,4739.8853064812,5565.515563520001,0.07947
5.4,45.5,18.6,8591.009650580001,10286.702999997884,4702.5040915027,5545.99332568,0.09117
7.1,47.5,7.1,7756.061760400001,10119.699999999255,4804.363872591901,5541.2099885200005,5.80778
9.3,43.8,18.9,6398.344007560001,9905.557000003755,5318.6801547563,5547.84610494,0.0356
9.3,52.1,10.3,7430.4087221,9770.534999998286,9503.987075476502,5604.218372260001,0.20506
12.8,44.3,10.0,14636.089486640001,9180.629999998957,7930.9691372013,5678.76287634,0.07208
14.4,41.2,8.0,18308.725758080003,8891.001000002027,8190.7092344102,5772.8657294,5.10872
13.5,54.8,11.2,14677.570075380001,9136.752000000328,7192.872578117001,5754.46849246,0.00441
10.7,72.8,14.0,6597.502500220001,9660.928999997675,4690.8427936274,5719.04346412,0.0274
9.1,86.8,9.0,6495.049640480001,9832.644000001252,4642.1636889004,5635.41561944,0.02097
5.5,89.1,28.3,8611.96244512,9886.199999999255,4563.6411571153,5603.5767050800005,5.06412
4.2,88.8,11.0,9620.141029440001,9841.395999999717,4583.039531238601,5630.154504120001,0.7258
8.9,69.2,9.5,7119.57791788,9331.808999998495,5085.723822634701,5631.5739497,0.00243
12.9,49.7,8.4,15529.7068682,9123.085000002757,7917.9567816933,5699.44067066,0.00418
14.6,44.5,11.4,5716.9212402,9238.222000000998,8529.789531689501,5814.73520734,6.95975
10.2,64.0,17.9,8208.03712198,9609.240999998525,4823.099906097001,5787.37407434,0.07771
10.0,49.2,10.3,8441.778975640002,9658.053999999538,4606.2742056682,5741.0879262,0.00971
12.5,48.2,13.0,5248.268087500001,9528.58199999854,8280.7699742212,5790.23240996,0.04357
14.7,50.9,9.4,5512.1571875,9281.487999999896,8344.8382408339,5870.6158076,5.05421
